 0.00, 0.00
 1.00, 9.27
 2.00, 5.88
 3.00,22.65
 4.00,12.36
 5.00,26.00
 6.00,19.97
 7.00,18.61
 8.00, 5.88
 9.00, 7.73
10.00, 0.00
11.00,-2.16
12.00,-4.70
13.00,-8.09
14.00,-10.46
15.00,-25.00
16.00,-7.61
17.00,-12.94
18.00,-1.18
19.00,-5.56
20.00,-0.00
21.00, 0.62
22.00,15.28
23.00,15.37
24.00, 1.90
25.00,13.00
26.00,22.83
27.00, 9.71
28.00, 2.35
29.00, 6.49
30.00, 0.00
31.00,-0.62
32.00,-8.82
33.00,-5.66
34.00,-21.87
35.00,-13.00
36.00,-9.51
37.00,-7.28
38.00,-11.17
39.00,-3.40
40.00,-0.00
41.00, 8.96
42.00,16.46
43.00,11.33
44.00,17.12
45.00,20.00
46.00,24.73
47.00, 5.66
48.00, 7.64
49.00, 3.09
50.00, 0.00
51.00,-4.02
52.00,-17.05
53.00,-15.37
54.00,-18.07
55.00,-9.00
56.00,-1.90
57.00,-16.18
58.00,-5.29
59.00,-7.11
60.00,-0.00
61.00, 8.65
62.00, 9.99
63.00,20.23
64.00, 1.90
65.00,30.00
66.00,17.12
67.00, 6.47
68.00,11.76
69.00, 4.02
70.00, 0.00
71.00,-1.55
72.00,-2.94
73.00,-4.85
74.00,-13.31
75.00,-16.00
76.00,-28.53
77.00,-16.18
78.00,-5.29
79.00,-1.24
80.00,-0.00
81.00, 4.64
82.00, 5.88
83.00, 2.43
84.00, 3.80
85.00, 8.00
86.00,17.12
87.00,18.61
88.00, 1.18
89.00, 1.55
90.00, 0.00
91.00,-1.24
92.00,-15.28
93.00,-13.75
94.00,-23.78
95.00,-29.00
96.00,-9.51
97.00,-15.37
98.00,-12.34
99.00,-1.85
100.00,-0.00
101.00, 2.47
102.00, 8.82
103.00, 9.71
104.00,14.27
105.00,23.00
106.00,26.63
107.00, 3.24
108.00, 9.99
109.00, 9.27
110.00,-0.00
111.00,-0.93
112.00,-11.76
113.00,-4.85
114.00,-7.61
115.00,-6.00
116.00,-24.73
117.00,-18.61
118.00,-15.28
119.00,-5.87
120.00,-0.00
121.00, 8.03
122.00, 5.88
123.00, 5.66
124.00,24.73
125.00, 2.00
126.00,13.31
127.00, 8.09
128.00, 6.47
129.00, 7.42
130.00, 0.00
131.00,-3.71
132.00,-3.53
133.00,-5.66
134.00,-2.85
135.00,-10.00
136.00,-2.85
137.00,-5.66
138.00,-4.11
139.00,-8.34
140.00,-0.00
141.00, 1.85
142.00, 4.70
143.00, 3.24
144.00,25.68
145.00,19.00
146.00,18.07
147.00, 7.28
148.00, 7.05
149.00, 4.33
150.00, 0.00
151.00,-7.73
152.00,-12.34
153.00,-22.65
154.00,-24.73
155.00,-17.00
156.00,-10.46
157.00,-18.61
158.00,-3.53
159.00,-6.49
160.00,-0.00
161.00, 1.85
162.00, 4.70
163.00,16.18
164.00, 7.61
165.00, 9.00
166.00, 2.85
167.00, 1.62
168.00,14.11
169.00, 6.49
170.00,-0.00
171.00,-3.40
172.00,-17.63
173.00,-1.62
174.00,-17.12
175.00,-27.00
176.00,-19.02
177.00,-12.14
178.00,-10.58
179.00,-5.87
180.00,-0.00
181.00, 0.62
182.00, 2.35
183.00,12.94
184.00, 2.85
185.00,11.00
186.00,16.17
187.00,12.14
188.00, 5.88
189.00, 1.24
190.00,-0.00
191.00,-6.80
192.00,-11.76
193.00,-3.24
194.00,-19.97
195.00,-15.00
196.00,-23.78
197.00,-4.85
198.00,-15.87
199.00,-6.18
200.00,-0.00
201.00, 4.33
202.00,14.11
203.00,12.14
204.00,24.73
205.00,25.00
206.00,17.12
207.00,18.61
208.00, 7.05
209.00, 8.96
210.00,-0.00
211.00,-1.24
212.00,-16.46
213.00,-18.61
214.00,-10.46
215.00,-18.00
216.00,-5.71
217.00,-2.43
218.00,-7.64
219.00,-6.80
220.00, 0.00
221.00, 1.85
222.00, 8.23
223.00, 4.85
224.00,28.53
225.00,16.00
226.00, 2.85
227.00,18.61
228.00,10.58
229.00, 4.02
230.00,-0.00
231.00,-6.18
232.00,-14.69
233.00,-20.23
234.00,-13.31
235.00,-5.00
236.00,-23.78
237.00,-21.84
238.00,-12.93
239.00,-2.78
240.00,-0.00
241.00, 1.24
242.00, 7.64
243.00, 2.43
244.00,11.41
245.00,27.00
