 0.00, 4.00
 1.00,16.17
 2.00, 2.43
 3.00,10.58
 4.00, 7.42
 5.00, 0.00
 6.00,-4.64
 7.00,-17.05
 8.00,-19.42
 9.00,-7.61
10.00,-16.00
11.00,-10.46
12.00,-5.66
13.00,-14.11
14.00,-2.78
15.00,-0.00
16.00, 4.33
17.00, 2.35
18.00, 9.71
19.00,17.12
20.00,20.00
21.00,19.02
22.00, 4.05
23.00, 2.35
24.00, 0.93
25.00, 0.00
26.00,-2.47
27.00,-9.40
28.00,-8.09
29.00,-22.83
30.00,-12.00
31.00,-27.58
32.00,-13.75
33.00,-17.05
34.00,-8.65
35.00,-0.00
36.00, 8.03
37.00, 6.47
38.00,19.42
39.00,12.36
40.00,12.00
41.00,16.17
42.00, 4.85
43.00,17.63
44.00, 9.27
45.00, 0.00
46.00,-8.65
47.00,-17.63
48.00,-8.90
49.00,-22.83
50.00,-15.00
51.00,-15.22
52.00,-4.05
53.00,-5.88
54.00,-3.40
55.00, 0.00
56.00, 1.24
57.00, 1.76
58.00,16.99
59.00,12.36
60.00, 3.00
61.00, 5.71
62.00, 7.28
63.00, 5.29
64.00, 7.42
65.00, 0.00
66.00,-1.55
67.00,-17.05
68.00,-24.27
69.00,-20.92
70.00,-30.00
71.00,-2.85
72.00,-22.65
73.00,-13.52
74.00,-6.49
75.00,-0.00
76.00, 2.47
77.00, 1.18
78.00,23.46
79.00, 8.56
80.00,28.00
81.00,17.12
82.00,15.37
83.00, 6.47
84.00, 0.93
85.00,-0.00
86.00,-8.34
87.00,-17.05
88.00,-9.71
89.00,-10.46
90.00,-19.00
91.00,-4.76
92.00,-21.03
93.00,-1.76
94.00,-4.02
95.00, 0.00
96.00, 0.93
97.00,10.58
98.00,18.61
99.00, 9.51
100.00,29.00
101.00,21.87
102.00, 4.85
103.00, 1.18
104.00, 0.62
105.00,-0.00
106.00,-3.71
107.00,-2.94
108.00,-12.94
109.00,-13.31
110.00,-22.00
111.00,-23.78
112.00,-9.71
113.00,-1.18
114.00,-4.33
115.00, 0.00
116.00, 9.27
117.00,15.28
118.00, 6.47
119.00,26.63
120.00, 6.00
121.00,16.17
122.00,17.80
123.00, 4.11
124.00, 0.93
125.00, 0.00
126.00,-1.85
127.00,-9.40
128.00,-7.28
129.00,-28.53
130.00,-11.00
131.00,-15.22
132.00,-2.43
133.00,-15.87
134.00,-2.78
135.00,-0.00
136.00, 4.94
137.00,12.93
138.00,16.18
139.00,21.87
140.00,30.00
141.00,15.22
142.00,10.52
143.00, 4.70
144.00, 5.25
145.00,-0.00
146.00,-7.11
147.00,-5.29
148.00,-22.65
149.00,-13.31
150.00,-13.00
151.00,-9.51
152.00,-19.42
153.00,-8.82
154.00,-3.40
155.00,-0.00
156.00, 8.34
157.00, 5.88
158.00, 6.47
159.00,12.36
160.00, 5.00
161.00,19.02
162.00, 1.62
163.00, 4.11
164.00, 2.16
165.00, 0.00
166.00,-2.47
167.00,-7.05
168.00,-18.61
169.00,-7.61
170.00,-22.00
171.00,-18.07
172.00,-23.46
173.00,-12.93
174.00,-9.27
175.00,-0.00
176.00, 8.03
177.00,12.34
178.00, 8.90
179.00,18.07
180.00, 6.00
181.00, 8.56
182.00,14.56
183.00,13.52
184.00, 1.85
185.00, 0.00
186.00,-5.56
187.00,-9.40
188.00,-12.94
189.00,-9.51
190.00,-29.00
191.00,-11.41
192.00,-24.27
193.00,-17.05
194.00,-1.55
195.00,-0.00
196.00, 0.62
197.00, 9.99
198.00,21.03
199.00, 6.66
200.00, 7.00
201.00,22.83
202.00,22.65
203.00, 6.47
204.00, 4.94
205.00, 0.00
206.00,-1.55
207.00,-17.63
208.00,-3.24
209.00,-3.80
210.00,-13.00
211.00,-11.41
212.00,-21.84
