 0.00, 0.00
 1.00, 2.94
 2.00, 8.56
 3.00,23.78
 4.00, 3.53
 5.00, 0.00
 6.00,-12.34
 7.00,-3.80
 8.00,-10.46
 9.00,-3.53
10.00,-0.00
11.00, 1.18
12.00,28.53
13.00,19.02
14.00, 2.35
15.00, 0.00
16.00,-5.29
17.00,-17.12
18.00,-28.53
19.00,-5.88
20.00,-0.00
21.00,15.87
22.00, 8.56
23.00, 5.71
24.00,16.46
25.00, 0.00
26.00,-2.35
27.00,-5.71
28.00,-13.31
29.00,-14.11
30.00,-0.00
31.00, 4.70
32.00,13.31
33.00, 1.90
34.00,17.05
35.00, 0.00
36.00,-7.64
37.00,-17.12
38.00,-12.36
39.00,-7.64
40.00,-0.00
41.00, 4.70
42.00,26.63
43.00, 2.85
44.00, 5.88
45.00, 0.00
46.00,-16.46
47.00,-28.53
48.00,-18.07
49.00,-12.34
50.00,-0.00
51.00,12.93
52.00, 4.76
53.00,19.02
54.00,11.17
55.00,-0.00
56.00,-17.63
57.00,-2.85
58.00,-10.46
59.00,-12.93
60.00,-0.00
61.00, 3.53
62.00,14.27
63.00,12.36
64.00, 2.35
65.00, 0.00
66.00,-7.64
67.00,-4.76
68.00,-15.22
69.00,-7.64
70.00,-0.00
71.00,14.69
72.00,17.12
73.00, 5.71
74.00, 1.76
75.00, 0.00
76.00,-8.23
77.00,-19.97
78.00,-24.73
79.00,-1.18
80.00,-0.00
81.00, 9.40
82.00,11.41
83.00, 1.90
84.00, 7.64
85.00,-0.00
86.00,-14.11
87.00,-22.83
88.00,-10.46
89.00,-14.11
90.00,-0.00
91.00,12.93
92.00, 5.71
93.00, 3.80
94.00,14.69
95.00,-0.00
96.00,-15.28
97.00,-23.78
98.00,-17.12
99.00,-14.69
100.00,-0.00
101.00, 8.23
102.00, 6.66
103.00,26.63
104.00, 2.94
105.00,-0.00
106.00,-4.11
107.00,-26.63
108.00,-24.73
109.00,-17.05
110.00, 0.00
111.00, 8.82
112.00,11.41
113.00,28.53
114.00,16.46
115.00,-0.00
116.00,-8.82
117.00,-20.92
118.00,-19.02
119.00,-3.53
120.00,-0.00
121.00, 4.70
122.00,19.97
123.00, 2.85
124.00, 7.05
125.00, 0.00
126.00,-12.93
127.00,-21.87
128.00,-22.83
129.00,-14.69
130.00,-0.00
131.00, 9.99
132.00,19.97
133.00,23.78
134.00,12.93
135.00, 0.00
136.00,-4.70
137.00,-19.02
138.00,-28.53
139.00,-2.94
140.00,-0.00
141.00, 2.35
142.00,17.12
143.00,20.92
144.00,14.69
145.00,-0.00
146.00,-12.93
147.00,-18.07
148.00,-19.02
149.00,-9.40
150.00,-0.00
151.00,16.46
152.00,24.73
153.00,25.68
154.00,15.87
155.00, 0.00
156.00,-2.94
157.00,-28.53
158.00,-28.53
159.00,-7.64
160.00,-0.00
161.00, 8.82
162.00,11.41
163.00,20.92
164.00, 6.47
165.00, 0.00
166.00,-3.53
167.00,-28.53
168.00,-8.56
169.00,-10.58
170.00, 0.00
171.00,10.58
172.00,28.53
173.00, 5.71
174.00, 9.40
175.00, 0.00
176.00,-6.47
177.00,-1.90
178.00,-26.63
179.00,-14.11
180.00,-0.00
181.00,12.34
182.00,22.83
183.00, 7.61
184.00, 8.23
185.00, 0.00
186.00,-4.70
187.00,-15.22
188.00,-1.90
189.00,-12.34
190.00, 0.00
191.00, 9.40
192.00,13.31
193.00,27.58
194.00, 7.05
195.00, 0.00
196.00,-2.94
197.00,-27.58
198.00,-20.92
199.00,-4.70
200.00,-0.00
201.00, 9.99
202.00, 6.66
203.00,18.07
204.00, 2.94
205.00, 0.00
206.00,-6.47
207.00,-10.46
208.00,-12.36
209.00,-4.70
210.00, 0.00
211.00, 2.35
212.00,13.31
213.00, 9.51
214.00, 5.88
215.00, 0.00
216.00,-13.52
217.00,-28.53
218.00,-19.97
219.00,-11.17
220.00, 0.00
221.00, 7.64
222.00,27.58
223.00, 9.51
224.00, 7.05
225.00, 0.00
226.00,-4.11
227.00,-21.87
228.00,-10.46
229.00,-7.64
230.00, 0.00
231.00,17.63
232.00,16.17
233.00,18.07
234.00, 2.35
235.00,-0.00
236.00,-10.58
237.00,-18.07
238.00,-16.17
239.00,-5.29
240.00,-0.00
241.00,14.69
242.00, 8.56
243.00, 2.85
244.00,17.63
245.00, 0.00
246.00,-8.82
247.00,-28.53
248.00,-16.17
249.00,-8.23
250.00,-0.00
251.00, 3.53
252.00,10.46
253.00,12.36
254.00, 2.94
255.00, 0.00
256.00,-8.82
257.00,-7.61
258.00,-18.07
259.00,-12.34
260.00,-0.00
261.00,10.58
262.00,24.73
263.00,28.53
264.00, 9.40
265.00, 0.00
266.00,-8.23
267.00,-7.61
268.00,-15.22
269.00,-11.76
270.00,-0.00
271.00, 2.94
272.00,25.68
273.00, 1.90
274.00, 7.05
275.00,-0.00
276.00,-12.34
277.00,-9.51
278.00,-10.46
279.00,-3.53
280.00,-0.00
281.00,17.05
282.00,10.46
283.00,23.78
284.00, 5.29
285.00,-0.00
286.00,-4.70
287.00,-1.90
288.00,-22.83
289.00,-12.34
290.00, 0.00
291.00, 5.29
292.00,17.12
293.00,10.46
294.00,10.58
295.00, 0.00
296.00,-3.53
297.00,-21.87
298.00,-4.76
299.00,-4.70
300.00,-0.00
301.00,13.52
302.00,12.36
303.00,12.36
304.00, 2.35
305.00, 0.00
306.00,-4.70
307.00,-12.36
308.00,-27.58
309.00,-5.88
310.00,-0.00
311.00, 8.23
312.00,18.07
313.00,24.73
314.00,17.63
315.00,-0.00
316.00,-1.18
317.00,-14.27
318.00,-7.61
319.00,-5.29
320.00,-0.00
321.00, 2.94
